Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
.ямет и бол в ьсилизнов; яартсО ;вонзились в лоб и темя.; Острая ; ; боль напомнила, что он не;Владимир Дудинцев. Белые одежды / Вторая часть (1987);Владимир Дудинцев;1918;Белые одежды / Вторая часть;1987;художественная;роман;_;;;книга;омонимия не снята;вонзились в лоб и темя. Острая боль напомнила, что он не взял рогульку, которую припас с вечера. [Владимир Дудинцев. Белые одежды / Вторая часть (1987)] [омонимия не снята]
 и ,ясьтуньлевеш лавоборпоп чивонавИ родеФ; яартсо ;Федор Иванович попробовал шевельнуться, и ; острая ; ; боль слева проколола грудь и;Владимир Дудинцев. Белые одежды / Третья часть (1987);Владимир Дудинцев;1918;Белые одежды / Третья часть;1987;художественная;роман;_;;;книга;омонимия не снята;Федор Иванович попробовал шевельнуться, и острая боль слева проколола грудь и бок. [Владимир Дудинцев. Белые одежды / Третья часть (1987)] [омонимия не снята]
 лавытыпси ырутаднемок зи натипак йынтнегиллетни; еортсо ;интеллигентный капитан из комендатуры испытывал ; острое ; ; желание посадить его на гауптвахту».;Владимир Санин. Не говори ты Арктике ― прощай (1987);Владимир Санин;1928;Не говори ты Арктике ― прощай;1987;нехудожественная, публицистика;монография;наука и технологии, путешествия;;;книга;омонимия не снята;Далее в записной книжке было: « Вспомнить новичков ― „ чечако “ и старожилов- золотоискателей Джека Лондона, выглядевших как бродяги с большой дороги, и Таманцева из „ В августе сорок четвертого “, который ходил в такой замызганной, латаной- перелатаной форме, что интеллигентный капитан из комендатуры испытывал острое желание посадить его на гауптвахту». [Владимир Санин. Не говори ты Арктике ― прощай (1987)] [омонимия не снята]
 аз-зи ,акшубзи генс в яаннатуку; огортсо ;укутанная в снег избушка, из-за ; острого ; ; желания поклониться которой я в;Владимир Санин. Не говори ты Арктике ― прощай (1987);Владимир Санин;1928;Не говори ты Арктике ― прощай;1987;нехудожественная, публицистика;монография;наука и технологии, путешествия;;;книга;омонимия не снята;Забываешь, пока не посмотришь в окно: с одной стороны ― сильно торошенный припай, с другой ― покосившаяся, укутанная в снег избушка, из-за острого желания поклониться которой я в любом случае приехал бы на Голомянный. [Владимир Санин. Не говори ты Арктике ― прощай (1987)] [омонимия не снята]
 ,юукобулг :ьлачеп меч еелоб и; юуртсо ;и более чем печаль: глубокую, ; острую ; ; боль.;митрополит Антоний (Блум). Неделя 4-я Великого Поста. Преподобного Иоанна Лествичника (1987);митрополит Антоний (Блум);1914;Неделя 4-я Великого Поста. Преподобного Иоанна Лествичника;1987;нехудожественная, церковно-богословская;проповедь;религия;;;книга;омонимия не снята;Но в грехе есть нечто гораздо более основное, что поистине должно вызывать у нас печаль, и более чем печаль: глубокую, острую боль. [митрополит Антоний (Блум). Неделя 4-я Великого Поста. Преподобного Иоанна Лествичника (1987)] [омонимия не снята]
 ,тор алинлопан анюлс яачяроГ; яартсо ;Горячая слюна наполнила рот, ; острая ; ; боль перехватила горло.;Еремей Парнов. Третий глаз Шивы (1985);Еремей Парнов;1935;Третий глаз Шивы;1985;художественная;роман;_;;;книга;омонимия не снята;Горячая слюна наполнила рот, острая боль перехватила горло. [Еремей Парнов. Третий глаз Шивы (1985)] [омонимия не снята]
 овтсвуч ,ремирпаН; огортсо ;Например, чувство ; острого ; ; желания чего-то новенького плюс чувство,;Михаил Мишин. Смешанные чувства (1985);Михаил Мишин;1947;Смешанные чувства;1985;художественная;рассказ;_;;;книга;омонимия не снята;Например, чувство острого желания чего-то новенького плюс чувство, что могло быть и хуже, дают концерт из студии в Останкине. [Михаил Мишин. Смешанные чувства (1985)] [омонимия не снята]
 лавовтсвучоп ворохорП и ,ачтам елсоп; юуртсо ;после матча, и Прохоров почувствовал ; острую ; ; радость, словно после путешествия по;Виль Липатов. И это все о нем (1984);Виль Липатов;1927;И это все о нем;1984;художественная;роман;_;;;книга;омонимия не снята;Работающая деревня была пуста, как стадион после матча, и Прохоров почувствовал острую радость, словно после путешествия по желтой безводной и палящей пустыне вернулся наконец в маленький домик с прохладным и влажным липовым садом. [Виль Липатов. И это все о нем (1984)] [омонимия не снята]
 вавовтсвучоП; юуртсо ;Почувствовав ; острую ; ; боль за друга, Женька инстинктивно сделал;Виль Липатов. И это все о нем (1984);Виль Липатов;1927;И это все о нем;1984;художественная;роман;_;;;книга;омонимия не снята;Почувствовав острую боль за друга, Женька инстинктивно сделал порывистое движение к нему, но остановился, так как почувствовал, что с ним происходит то же самое, что с Борисом, ― гневное клокотание в груди утишивалось, голова сама собой опускалась, руки принимали покорное ученическое положение, шея ― вот этого нельзя было и представить!  [Виль Липатов. И это все о нем (1984)] [омонимия не снята]
 юавытыпси я иманемерВ; еортсо ;Временами я испытываю ; острое ; ; желание тебе позвонить.;Геннадий Алексеев. Зеленые берега (1983-1984);Геннадий Алексеев;1932;Зеленые берега;1983-1984;художественная;роман;_;;;книга;омонимия не снята;Временами я испытываю острое желание тебе позвонить. [Геннадий Алексеев. Зеленые берега (1983-1984)] [омонимия не снята]
 яавелодоерп ,иревд йотэ елзов ьсалажредаз; еортсо ;задержалась возле этой двери, преодолевая ; острое ; ; желание толкнуть ее, войти, погладить;Петр Проскурин. Черные птицы (1983);Петр Проскурин;1928;Черные птицы;1983;художественная;повесть;_;;;книга;омонимия не снята;На какую-то долю минуты она задержалась возле этой двери, преодолевая острое желание толкнуть ее, войти, погладить крышку старого, верного рояля, самую дорогую память о Глебе, бросить взгляд на знакомые корешки книг, но в последнюю минуту передумала. [Петр Проскурин. Черные птицы (1983)] [омонимия не снята]
.мин оп ьтидох оннелсым ,азалг; йортсО ;глаза, мысленно ходить по ним.; Острой ; ; болью по сердцу ударил родной;Эдуард Хруцкий. Осень в Сокольниках (1983);Эдуард Хруцкий;1933;Осень в Сокольниках;1983;художественная;роман;_;;;книга;омонимия не снята;глаза, мысленно ходить по ним. Острой болью по сердцу ударил родной дом, открывшийся издалека. [Эдуард Хруцкий. Осень в Сокольниках (1983)] [омонимия не снята]
 ецдрес ешан в ястеазнов ,онченок; яартсо ;конечно, вонзается в наше сердце ; острая ; ; боль, стыд: глубокий стыд о;митрополит Антоний (Блум). Радость покаяния (1983);митрополит Антоний (Блум);1914;Радость покаяния;1983;нехудожественная, церковно-богословская;беседа;религия;;;книга;омонимия не снята;Когда в результате углубленного размышления над собой и над Евангелием и над путями Божиими мы оказываемся перед лицом своего греха, своей неверности самому высокому нашему призванию, конечно, вонзается в наше сердце острая боль, стыд: глубокий стыд о том, что мы так далеки от того, чем могли бы быть, так непохожи на то, что задумал Бог, когда Он нас сотворил. [митрополит Антоний (Блум). Радость покаяния (1983)] [омонимия не снята]
 овтсещус еовс есв ов ,еинанзос; юуртсо ;сознание, во все свое существо ; острую ; ; боль о том, чтo они;митрополит Антоний (Блум). Радость покаяния (1983);митрополит Антоний (Блум);1914;Радость покаяния;1983;нехудожественная, церковно-богословская;беседа;религия;;;книга;омонимия не снята;Они пошли на то, чтобы до конца испить чашу собственного стыда и вонзить в свое сердце, в свое сознание, во все свое существо острую боль о том, чтo они собой представляют. [митрополит Антоний (Блум). Радость покаяния (1983)] [омонимия не снята]
 омизарывен ут ан ьсилисалгос ,илянирп; юуртсо ;приняли, согласились на ту невыразимо ; острую ; ; боль, которая может нас постичь,;митрополит Антоний (Блум). Радость покаяния (1983);митрополит Антоний (Блум);1914;Радость покаяния;1983;нехудожественная, церковно-богословская;беседа;религия;;;книга;омонимия не снята;И это Он говорит каждому из нас, если только мы прошли через это огненное переживание, сгорели во стыде, приняли, согласились на ту невыразимо острую боль, которая может нас постичь, когда мы сознаём свою греховность. [митрополит Антоний (Блум). Радость покаяния (1983)] [омонимия не снята]
.итйов ьсолаваду ен еще есв; еортсО ;все еще не удавалось войти.; Острое ; ; желание засесть за работу.;А. Д. Шмеман. Дневники (1973-1983);А. Д. Шмеман;1921;Дневники;1973-1983;нехудожественная, публицистика;дневник, записные книжки;религия;;;книга;омонимия не снята;все еще не удавалось войти. Острое желание засесть за работу. [А. Д. Шмеман. Дневники (1973-1983)] [омонимия не снята]
 ,ивкреЦ теялватсо ен гоБ отч; еортсо ;что Бог не оставляет Церкви, ; острое ; ; желание, чтобы успех этот продолжался…;А. Д. Шмеман. Дневники (1973-1983);А. Д. Шмеман;1921;Дневники;1973-1983;нехудожественная, публицистика;дневник, записные книжки;религия;;;книга;омонимия не снята;Радость всегда от « успеха» молодых священников, от сознания, что Бог не оставляет Церкви, острое желание, чтобы успех этот продолжался… [А. Д. Шмеман. Дневники (1973-1983)] [омонимия не снята]
 еж ьлотс адгесВ; яартсо ;Всегда столь же ; острая ; ; радость встречи с ним.;А. Д. Шмеман. Дневники (1973-1983);А. Д. Шмеман;1921;Дневники;1973-1983;нехудожественная, публицистика;дневник, записные книжки;религия;;;книга;омонимия не снята;Всегда столь же острая радость встречи с ним. [А. Д. Шмеман. Дневники (1973-1983)] [омонимия не снята]
 и итсовилгзерб еморк ,лавытыпси ен; огортсо ;не испытывал, кроме брезгливости и ; острого ; ; желания оказаться подальше.;Аркадий Стругацкий, Борис Стругацкий. Хромая судьба (1982);Аркадий Стругацкий, Борис Стругацкий;1925 | 1933;Хромая судьба;1982;художественная;роман;_;;;книга;омонимия не снята;Нет, ничего я к нему сейчас не испытывал, кроме брезгливости и острого желания оказаться подальше. [Аркадий Стругацкий, Борис Стругацкий. Хромая судьба (1982)] [омонимия не снята]
 я литущо авонс ,агруп ьсаларгызар; юуртсо ;разыгралась пурга, снова ощутил я ; острую ; ; боль в боку и прилег.;Аркадий Стругацкий, Борис Стругацкий. Хромая судьба (1982);Аркадий Стругацкий, Борис Стругацкий;1925 | 1933;Хромая судьба;1982;художественная;роман;_;;;книга;омонимия не снята;Светало, на дворе опять разыгралась пурга, снова ощутил я острую боль в боку и прилег. [Аркадий Стругацкий, Борис Стругацкий. Хромая судьба (1982)] [омонимия не снята]
 сачтот и ,укур алуниксв анО; йортсо ;Она вскинула руку, и тотчас ; острой ; ; болью свело на ее руке;Василь Быков. Знак беды (1982);Василь Быков;1924;Знак беды;1982;художественная;повесть;_;;;книга;омонимия не снята;"Она вскинула руку, и тотчас острой болью свело на ее руке пальцы, следующий удар пришелся по спине; хорошо, что на плечах был ватник, который смягчил удар. [Василь Быков. Знак беды (1982)] [омонимия не снята]"
 ,ляноп обил-отч но меч ,еджерп; яартсо ;прежде, чем он что-либо понял, ; острая ; ; боль от удара сапогом в;Василь Быков. Знак беды (1982);Василь Быков;1924;Знак беды;1982;художественная;повесть;_;;;книга;омонимия не снята;Но тут же он замолчал, заметив, как фельдфебель украдкой заходит сбоку, и прежде, чем он что-либо понял, острая боль от удара сапогом в зад заставила его отскочить на три шага к ограде. [Василь Быков. Знак беды (1982)] [омонимия не снята]
 ,еволог оп мотурп оге лерго; яартсо ;огрел его прутом по голове, ; острая ; ; боль пронизала ее насквозь.;Василь Быков. Знак беды (1982);Василь Быков;1924;Знак беды;1982;художественная;повесть;_;;;книга;омонимия не снята;Гуж снова огрел его прутом по голове, острая боль пронизала ее насквозь. [Василь Быков. Знак беды (1982)] [омонимия не снята]
 олыб тнемом йывреп в ,сидипаЛ; еортсо ;Лапидис, в первый момент было ; острое ; ; желание крикнуть: « Стой! ;Аркадий Львов. Двор (1981);Аркадий Львов;1927;Двор;1981;художественная;роман;_;;;книга;омонимия не снята;Наконец, Иона Овсеич увидел, что это не кто иной, как Адя Лапидис, в первый момент было острое желание крикнуть: « Стой!  [Аркадий Львов. Двор (1981)] [омонимия не снята]
 ьсяавызто ,йохатп иклис в йешвидогу; йортсо ;угодившей в силки птахой, отзываясь ; острой ; ; болью в груди, билась мысль: «;Михаил Алексеев. Драчуны // «Огонек», 1981;Михаил Алексеев;;Драчуны;1981;нехудожественная, публицистика;рассказ;политика и общественная жизнь,частная жизнь;«Огонек»;1981;журнал;омонимия не снята;В голове напуганной, угодившей в силки птахой, отзываясь острой болью в груди, билась мысль: « Вот оно… вот оно… то самое… началось!..»  [Михаил Алексеев. Драчуны // «Огонек», 1981] [омонимия не снята]
 ясеещюавызто ,еещюаджебоп есв ,еечугж ,еинадартсос; йортсо ;сострадание, жгучее, все побеждающее, отзывающееся ; острой ; ; болью, хотя сюжет картины и;С. А. Дангулов. Савицкий (1981);С. А. Дангулов;1912;Савицкий;1981;нехудожественная, публицистика;мемуары;искусство и культура, политика и общественная жизнь;;;книга;омонимия не снята;Именно сострадание, жгучее, все побеждающее, отзывающееся острой болью, хотя сюжет картины и неприхотлив: девять девушек, каждой из которых не больше девятнадцати, раздеты: отбор, у которого свой мрачный умысел, мрачная цель… [С. А. Дангулов. Савицкий (1981)] [омонимия не снята]
 олуназеР; йортсо ;Резануло ; острой ; ; болью.;С. А. Дангулов. Сароян (1981);С. А. Дангулов;1912;Сароян;1981;нехудожественная, публицистика;мемуары;искусство и культура, политика и общественная жизнь;;;книга;омонимия не снята;Резануло острой болью. [С. А. Дангулов. Сароян (1981)] [омонимия не снята]
 идург В; яартсо ;В груди ; острая ; ; боль, отдающаяся в лопатках.;В. П. Катаев. Юношеский роман (1980-1981);В. П. Катаев;1897;Юношеский роман;1980-1981;художественная;роман;_;;;книга;омонимия не снята;В груди острая боль, отдающаяся в лопатках. [В. П. Катаев. Юношеский роман (1980-1981)] [омонимия не снята]
.отсем еовреп аН; яартсО ;На первое место.; Острая ; ; боль просверлила мне сердце.;Анатолий Гладилин. Большой беговой день (1976-1981);Анатолий Гладилин;1935;Большой беговой день;1976-1981;художественная;роман;_;;;книга;омонимия не снята;На первое место. Острая боль просверлила мне сердце. [Анатолий Гладилин. Большой беговой день (1976-1981)] [омонимия не снята]
 отч ,лавовтсвуч волинаД окандО; огортсо ;Однако Данилов чувствовал, что ; острого ; ; желания убивать Кармадона у него;Владимир Орлов. Альтист Данилов (1980);Владимир Орлов;1936;Альтист Данилов;1980;художественная;роман;_;;;книга;омонимия не снята;Однако Данилов чувствовал, что острого желания убивать Кармадона у него нет. [Владимир Орлов. Альтист Данилов (1980)] [омонимия не снята]
 атэ ― ,моксроголтевС доп урог; яартсо ;гору под Светлогорском, ― эта ; острая ; ; боль не позволит ему пройти;Сергей Сартаков. Свинцовый монумент // «Огонек», 1980;Сергей Сартаков;1908;Свинцовый монумент;1980;художественная;отрывок, роман;_;«Огонек»;1980;журнал;омонимия не снята;Андрей почувствовал, как острая жгучая боль под лопаткой, точно такая, как однажды остановила его при восхождении на гору под Светлогорском, ― эта острая боль не позволит ему пройти даже двадцати ― тридцати шагов, забраться в машину и потом неведомо сколько трястись в снежных ухабах. [Сергей Сартаков. Свинцовый монумент // «Огонек», 1980] [омонимия не снята]
 икабос адохдоп од утуним аЗ; яартсо ;За минуту до подхода собаки ; острая ; ; боль пронзила мое тело.;Юрий Никулин. Наш второй дом (1979);Юрий Никулин;1921;Наш второй дом;1979;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;За минуту до подхода собаки острая боль пронзила мое тело. [Юрий Никулин. Наш второй дом (1979)] [омонимия не снята]
 с и ,алитавхс ,йен к; йортсо ;к ней, схватила, и с ; острой ; ; болью пришло счастье, потому что;Ю. М. Нагибин. Сирень (1972-1979);Ю. М. Нагибин;1920;Сирень;1972-1979;художественная;рассказ;_;;;книга;омонимия не снята;И вдруг громадная длань простерлась к ней, схватила, и с острой болью пришло счастье, потому что человек этот был Сережа Рахманинов… [Ю. М. Нагибин. Сирень (1972-1979)] [омонимия не снята]
 онйачыбоен о тешип еж тут; йортсо ;тут же пишет о необычайно ; острой ; ; радости попасть на берег реки;Н. И. Гаген-Торн. Memoria (1936-1979);Н. И. Гаген-Торн;1900;Memoria;1936-1979;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;Но, уверяя, что нет других мыслей, что они стали « полуживотными», она тут же пишет о необычайно острой радости попасть на берег реки Соны, любоваться природой, чувствовать ее. [Н. И. Гаген-Торн. Memoria (1936-1979)] [омонимия не снята]
.йогон огодеС ьтипецаз лепсу реграК; яартсО ;Каргер успел зацепить Седого ногой.; Острая ; ; боль ударила в голову, а;Сергей Наумов. На расстоянии крика (1978);Сергей Наумов;1929;На расстоянии крика;1978;художественная;повесть;_;;;книга;омонимия не снята;Каргер успел зацепить Седого ногой. Острая боль ударила в голову, а руки автоматически поймали ногу эсэсовца, и тот со стоном упал на склон, « Теперь быстро встать», ― приказал себе Седой. [Сергей Наумов. На расстоянии крика (1978)] [омонимия не снята]
 ьтавытыпси ен гом ен но; йортсо ;он не мог не испытывать ; острой ; ; боли, горькой зависти при одной;Андрей Надиров. Старым повесть, а молодым память // «Техника - молодежи», 1977;Андрей Надиров;;Старым повесть, а молодым память;1977;нехудожественная, публицистика;комментарий;история, наука и технологии;«Техника - молодежи»;1977;журнал;омонимия не снята;Потомок мятежного рода князей черниговских, он не мог не испытывать острой боли, горькой зависти при одной мысли об удачливых выскочках из недавно еще захудалой Москвы, осветивших себя памятным сиянием ненавистного черниговским Рюриковичам киевского престола. [Андрей Надиров. Старым повесть, а молодым память // «Техника - молодежи», 1977] [омонимия не снята]
 ализнорп олеТ; яартсо ;Тело пронзила ; острая ; ; боль.;Гавриил Петросян. Рассказы о Камо (1977);Гавриил Петросян;;Рассказы о Камо;1977;художественная;рассказ;_;;;книга;омонимия не снята;Тело пронзила острая боль. [Гавриил Петросян. Рассказы о Камо (1977)] [омонимия не снята]
 орп выбаз ,омаК А; юуртсо ;А Камо, забыв про ; острую ; ; боль в ноге, уже решал,;Гавриил Петросян. Рассказы о Камо (1977);Гавриил Петросян;;Рассказы о Камо;1977;художественная;рассказ;_;;;книга;омонимия не снята;А Камо, забыв про острую боль в ноге, уже решал, куда удобнее перевести подпольную типографию, думал об организации новых явок и складов для хранения нелегальной литературы. [Гавриил Петросян. Рассказы о Камо (1977)] [омонимия не снята]
 ,унипс енм йокйемз лунгетсорп топ; яартсо ;пот простегнул змейкой мне спину, ; острая ; ; боль пронизала мне сердце.;Евгений Зотов, Федор Шахмагонов. Гость (1977);Евгений Зотов, Федор Шахмагонов;1923;Гость;1977;художественная;повесть;_;;;книга;омонимия не снята;Холодный пот простегнул змейкой мне спину, острая боль пронизала мне сердце. [Евгений Зотов, Федор Шахмагонов. Гость (1977)] [омонимия не снята]
 яакат алапутсан оньлетазябо мотоп еж; яартсо ;же потом обязательно наступала такая ; острая ; ; боль, такая тоска, такое разочарование? ;Фазиль Искандер. Морской скорпион (1977);Фазиль Искандер;1929;Морской скорпион;1977;художественная;повесть;_;;;книга;омонимия не снята;Так почему же потом обязательно наступала такая острая боль, такая тоска, такое разочарование?  [Фазиль Искандер. Морской скорпион (1977)] [омонимия не снята]
 то умещюадартс ,умоньлоб ьчомоп ыботч; хыртсо ;чтобы помочь больному, страдающему от ; острых ; ; болей в почках? ;обобщенный. Однажды... // «Техника - молодежи», 1977;обобщенный;;Однажды...;1977;нехудожественная, публицистика;заметка;наука и технологии;«Техника - молодежи»;1977;журнал;омонимия не снята;Что бы вы сделали как врач, чтобы помочь больному, страдающему от острых болей в почках?  [обобщенный. Однажды... // «Техника - молодежи», 1977] [омонимия не снята]
 ,инуч тюенедел ,зором ьтаж авонс; еыртсо ;снова жать мороз, леденеют чуни, ; острые ; ; боли в отмороженных ногах не;Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977);Е. С. Гинзбург;1906;Крутой маршрут: Часть 2;1975-1977;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;С первых же шагов ноги промокают насквозь, а когда после обеда начинает снова жать мороз, леденеют чуни, острые боли в отмороженных ногах не дают ступить. [Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977)] [омонимия не снята]
 йомисонывен тюялертс ,еквалсорЯ в как; йортсо ;как в Ярославке, стреляют невыносимой ; острой ; ; болью.;Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977);Е. С. Гинзбург;1906;Крутой маршрут: Часть 2;1975-1977;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;Мои- то чеботы с первых шагов ― насквозь, и суставы снова, как в Ярославке, стреляют невыносимой острой болью. [Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977)] [омонимия не снята]
 он ,яакторок алитавхо янеМ; яартсо ;Меня охватила короткая, но ; острая ; ; радость.;Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977);Е. С. Гинзбург;1906;Крутой маршрут: Часть 2;1975-1977;нехудожественная, публицистика;мемуары;_;;;книга;омонимия не снята;Меня охватила короткая, но острая радость. [Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977)] [омонимия не снята]
 ?ьсалаврерп акчакс и ,ьсилянвароп ижапикэ; яартсО ;экипажи поравнялись, и скачка прервалась? ; Острая ; ; боль пронзила поручика: уж не отравленная;Булат Окуджава. Путешествие дилетантов (Из записок отставного поручика Амирана Амилахвари) (1971-1977);Булат Окуджава;1924;Путешествие дилетантов (Из записок отставного поручика Амирана Амилахвари);1971-1977;художественная;роман;_;;;книга;омонимия не снята;экипажи поравнялись, и скачка прервалась?  Острая боль пронзила поручика: уж не отравленная ли стрела впилась ему в сердце?  [Булат Окуджава. Путешествие дилетантов (Из записок отставного поручика Амирана Амилахвари) (1971-1977)] [омонимия не снята]
 С; йортсо ;С ; острой ; ; болью я увидел, какой полной;Д. С. Данин. Нильс Бор (1969-1975);Д. С. Данин;1914;Нильс Бор;1969-1975;нехудожественная, публицистика;биография;наука и технологии, физика;;;книга;омонимия не снята;С острой болью я увидел, какой полной изоляции подвергла нас, немцев, наша политика, и осознал, что действительность войны нанесла, по крайней мере на время, непоправимый ущерб даже десятилетиями длившейся дружбе. [Д. С. Данин. Нильс Бор (1969-1975)] [омонимия не снята]
 теавызыв акнирос яашйачьлеМ; юуртсо ;Мельчайшая соринка вызывает ; острую ; ; боль.;Сергей Власов. Триумф «ИКАРа» // «Техника - молодежи», 1974;Сергей Власов;;Триумф «ИКАРа»;1974;нехудожественная, публицистика;статья;здоровье и медицина;«Техника - молодежи»;1974;журнал;омонимия не снята;Мельчайшая соринка вызывает острую боль. [Сергей Власов. Триумф «ИКАРа» // «Техника - молодежи», 1974] [омонимия не снята]
 илавовтсвучоп ыв ,угон в ьсалипецв; юуртсо ;вцепилась в ногу, вы почувствовали ; острую ; ; боль…;Владимир Леви. Искусство быть собой (1973);Владимир Леви;1938;Искусство быть собой;1973;нехудожественная, учебно-научная;монография;наука и технологии, психология;;;книга;омонимия не снята;Примем сначала, что действия ваши совершаются по первому побуждению, предположим, вы испугались и побежали, собака настигла вас и вцепилась в ногу, вы почувствовали острую боль… [Владимир Леви. Искусство быть собой (1973)] [омонимия не снята]
 ― илилертсыв оген в амод; яартсо ;дома в него выстрелили ― ; острая ; ; боль вспыхнула под локтем левой;А. И. Алдан-Семенов. Красные и белые (1966-1973);А. И. Алдан-Семенов;1908;Красные и белые;1966-1973;художественная;роман;_;;;книга;омонимия не снята;С балкона соседнего дома в него выстрелили ― острая боль вспыхнула под локтем левой руки. [А. И. Алдан-Семенов. Красные и белые (1966-1973)] [омонимия не снята]
 тО; йортсо ;От ; острой ; ; боли священник очнулся, посмотрел уже;А. И. Алдан-Семенов. Красные и белые (1966-1973);А. И. Алдан-Семенов;1908;Красные и белые;1966-1973;художественная;роман;_;;;книга;омонимия не снята;От острой боли священник очнулся, посмотрел уже отрешенными от жизни глазами на Скрябина, стараясь вспомнить, где и когда видел этого носатого, узкобородого человека. [А. И. Алдан-Семенов. Красные и белые (1966-1973)] [омонимия не снята]
" алазинорп гурдв яерднА и ;кев"; яартсо ;"век; и Андрея вдруг пронизала "; острая ; ; радость при мысли, что все;Аркадий Стругацкий, Борис Стругацкий. Град обреченный (1972);Аркадий Стругацкий, Борис Стругацкий;1925 | 1933;Град обреченный;1972;художественная;роман;_;;;книга;омонимия не снята;"Дональд Купер, длинный, сутулый, в выцветшем комбинезоне, длинное лицо со складками возле рта, острый подбородок, поросший редкой седой щетиной; и Ван, широкий, приземистый, почти без шеи, в стареньком, аккуратно заштопанном ватнике, широкое бурое лицо, курносый носик, благожелательная улыбка, темные глаза в щелках припухших век; и Андрея вдруг пронизала острая радость при мысли, что все эти люди из разных стран и даже из разных [Аркадий Стругацкий, Борис Стругацкий. Град обреченный (1972)] [омонимия не снята]"
 ьсяавадто ,яавигырпдоп и ьсясярт ,отэ; йортсо ;это, трясясь и подпрыгивая, отдаваясь ; острой ; ; болью в ребрах, опалив жаром;Аркадий Стругацкий, Борис Стругацкий. Град обреченный (1972);Аркадий Стругацкий, Борис Стругацкий;1925 | 1933;Град обреченный;1972;художественная;роман;_;;;книга;омонимия не снята;Все это, трясясь и подпрыгивая, отдаваясь острой болью в ребрах, опалив жаром и обдав вонью, оглушив и ударив по глазам, пронеслось мимо и через минуту осталось позади, мерцающий туман вновь сомкнулся, но дядя Юра еще долго гнал лошадь, отчаянно гикая и размахивая вожжами. [Аркадий Стругацкий, Борис Стругацкий. Град обреченный (1972)] [омонимия не снята]
.имаватсус имытунревыв с ебыд ан; яартсО ;на дыбе с вывернутыми суставами.; Острая ; ; боль прорезала тело.;Евгений Богданов. Вьюга (1972);Евгений Богданов;1923;Вьюга;1972;художественная;повесть;_;;;книга;омонимия не снята;на дыбе с вывернутыми суставами. Острая боль прорезала тело. [Евгений Богданов. Вьюга (1972)] [омонимия не снята]
 ― йоволог ьтуньлевеш лавоборпоП; яартсо ;Попробовал шевельнуть головой ― ; острая ; ; боль проткнула шею, немножко вправо;Василий Ардаматский. Ленинградская зима (1971);Василий Ардаматский;1911;Ленинградская зима;1971;художественная;повесть;_;;;книга;омонимия не снята;Попробовал шевельнуть головой ― острая боль проткнула шею, немножко вправо повернуть можно, а влево точно запор поставлен. [Василий Ардаматский. Ленинградская зима (1971)] [омонимия не снята]
